"","word","freq","sentRes","color"
"1","art",2181,0.6,"#03590C6D"
"2","artist",1332,0.6,"#03590C6D"
"3","new",1261,0.8,"#03590C92"
"4","join",972,0.25,"#03590C2E"
"5","good",902,0.75,"#03590C89"
"6","love",816,0.75,"#03590C89"
"7","great",705,0.5,"#03590C5B"
"8","hope",621,0.5,"#03590C5B"
"9","like",570,0.5,"#03590C5B"
"10","best",559,0.5,"#03590C5B"
"11","work",547,0.25,"#03590C2E"
"12","thank",533,0.5,"#03590C5B"
"13","creator",475,0.6,"#03590C6D"
"14","discord",422,-0.75,"#B3050989"
"15","free",421,0.5,"#03590C5B"
"16","develop",356,0.1,"#03590C12"
"17","artwork",354,0.6,"#03590C6D"
"18","pleas",350,-0.4,"#B3050949"
"19","share",347,0.5,"#03590C5B"
"20","support",336,0.5,"#03590C5B"
"21","success",314,0.75,"#03590C89"
"22","interest",271,0.5,"#03590C5B"
"23","launch",246,-0.1,"#B3050912"
"24","win",245,0.5,"#03590C5B"
"25","big",241,0.25,"#03590C2E"
"26","friend",228,0.8,"#03590C92"
"27","luck",225,0.75,"#03590C89"
"28","better",214,0.8,"#03590C92"
"29","enthusiast",213,0.5,"#03590C5B"
"30","gem",213,0.5,"#03590C5B"
"31","music",207,0.6,"#03590C6D"
"32","cloud",201,-0.25,"#B305092E"
"33","lover",201,0.5,"#03590C5B"
"34","strong",194,0.5,"#03590C5B"
"35","nice",193,0.5,"#03590C5B"
"36","alert",189,-0.25,"#B305092E"
"37","monster",185,-0.5,"#B305095B"
"38","profession",178,0.25,"#03590C2E"
"39","reward",175,0.75,"#03590C89"
"40","unite",159,0.6,"#03590C6D"
"41","offer",157,0.1,"#03590C12"
"42","star",153,0.6,"#03590C6D"
"43","cool",145,0.75,"#03590C89"
"44","player",145,-0.1,"#B3050912"
"45","wait",143,-0.25,"#B305092E"
"46","build",136,0.1,"#03590C12"
"47","found",135,0.6,"#03590C6D"
"48","grow",127,0.8,"#03590C92"
"49","trend",126,0.4,"#03590C49"
"50","mafia",120,-0.8,"#B3050992"
"51","attract",120,0.8,"#03590C92"
"52","right",118,0.8,"#03590C92"
"53","enjoy",118,0.75,"#03590C89"
"54","real",117,0.25,"#03590C2E"
"55","dream",116,0.25,"#03590C2E"
"56","limit",114,-0.25,"#B305092E"
"57","burn",107,-0.4,"#B3050949"
"58","special",107,0.8,"#03590C92"
"59","money",103,0.6,"#03590C6D"
"60","passion",99,0.5,"#03590C5B"
"61","visit",98,0.4,"#03590C49"
"62","wish",96,0.8,"#03590C92"
"63","excel",95,0.75,"#03590C89"
"64","winner",94,0.75,"#03590C89"
"65","king",90,0.1,"#03590C12"
"66","founder",90,0.4,"#03590C49"
"67","well",90,0.8,"#03590C92"
"68","global",89,0.4,"#03590C49"
"69","clear",88,0.5,"#03590C5B"
"70","fun",86,0.75,"#03590C89"
"71","partner",85,0.8,"#03590C92"
"72","true",81,0.5,"#03590C5B"
"73","hero",79,0.75,"#03590C89"
"74","gain",79,0.75,"#03590C89"
"75","main",78,0.4,"#03590C49"
"76","wealth",78,0.5,"#03590C5B"
"77","learn",78,0.8,"#03590C92"
"78","gang",76,-0.8,"#B3050992"
"79","award",76,0.75,"#03590C89"
"80","save",76,0.5,"#03590C5B"
"81","content",75,0.6,"#03590C6D"
"82","smart",75,0.5,"#03590C5B"
"83","wild",73,-0.25,"#B305092E"
"84","🗥🗥n🇥wish",73,0.8,"#03590C92"
"85","gift",72,0.5,"#03590C5B"
"86","hard",71,-0.25,"#B305092E"
"87","super",70,0.75,"#03590C89"
"88","hot",70,-0.25,"#B305092E"
"89","proud",68,0.75,"#03590C89"
"90","allow",68,0.25,"#03590C2E"
"91","trust",66,0.5,"#03590C5B"
"92","level",66,0.4,"#03590C49"
"93","cute",65,0.75,"#03590C89"
"94","journey",65,0.4,"#03590C49"
"95","addict",63,-1,"#B30509B6"
"96","alien",63,-0.6,"#B305096D"
"97","asset",63,0.5,"#03590C5B"
"98","forget",61,-0.5,"#B305095B"
"99","fee",60,-0.6,"#B305096D"
"100","wow",59,0.5,"#03590C5B"
"101","boy",58,0.25,"#03590C2E"
"102","popular",58,0.5,"#03590C5B"
"103","ancient",58,0.25,"#03590C2E"
"104","kind",57,0.5,"#03590C5B"
"105","present",57,0.25,"#03590C2E"
"106","glad",56,0.75,"#03590C89"
"107","lost",54,-0.75,"#B3050989"
"108","block",54,-0.4,"#B3050949"
"109","concept",53,0.4,"#03590C49"
"110","actual",53,0.4,"#03590C49"
"111","gutter",50,-0.4,"#B3050949"
"112","vision",50,0.5,"#03590C5B"
"113","prize",50,0.8,"#03590C92"
"114","surreal",50,0.4,"#03590C49"
"115","model",49,0.4,"#03590C49"
"116","smile",49,0.75,"#03590C89"
"117","deal",49,0.25,"#03590C2E"
"118","skill",49,0.8,"#03590C92"
"119","bore",48,-0.75,"#B3050989"
"120","cheap",48,-0.5,"#B305095B"
"121","talk",48,0.4,"#03590C49"
"122","expert",46,0.6,"#03590C6D"
"123","magic",45,0.25,"#03590C2E"
"124","white",45,0.4,"#03590C49"
"125","promoter🖔",45,0.6,"#03590C6D"
"126","troll",44,-0.8,"#B3050992"
"127","hidden",43,-0.25,"#B305092E"
"128","hail",43,0.5,"#03590C5B"
"129","clean",42,0.75,"#03590C89"
"130","lose",42,-0.25,"#B305092E"
"131","talent",42,0.5,"#03590C5B"
"132","forward",41,0.6,"#03590C6D"
"133","bless",40,1,"#03590CB6"
"134","care",40,1,"#03590CB6"
"135","sad",40,-0.5,"#B305095B"
"136","bullish",40,-0.8,"#B3050992"
"137","dope",39,-0.25,"#B305092E"
"138","amaze",39,0.5,"#03590C5B"
"139","black",38,-0.25,"#B305092E"
"140","blow",38,-0.4,"#B3050949"
"141","focus",38,0.6,"#03590C6D"
"142","lead",38,0.25,"#03590C2E"
"143","bright",37,0.5,"#03590C5B"
"144","dark",37,-0.6,"#B305096D"
"145","growth",37,0.5,"#03590C5B"
"146","perfect",36,0.75,"#03590C89"
"147","stop",36,-0.4,"#B3050949"
"148","fight",35,-0.5,"#B305095B"
"149","inspire",35,1,"#03590CB6"
"150","warrior",35,-0.6,"#B305096D"
"151","food",35,0.4,"#03590C49"
"152","sir",35,0.25,"#03590C2E"
"153","lowest",35,-0.75,"#B3050989"
"154","adopt",34,0.5,"#03590C5B"
"155","abandon",34,-0.75,"#B3050989"
"156","fail",34,-0.75,"#B3050989"
"157","solid",34,0.25,"#03590C2E"
"158","trash",34,-0.5,"#B305095B"
"159","creator🖔🖔nvisit",33,0.6,"#03590C6D"
"160","greatest",33,0.5,"#03590C5B"
"161","sick",33,-0.75,"#B3050989"
"162","spirit",33,0.5,"#03590C5B"
"163","doubt",33,-0.75,"#B3050989"
"164","angel",32,0.5,"#03590C5B"
"165","eat",32,0.6,"#03590C6D"
"166","mar",32,-0.5,"#B305095B"
"167","progress",32,0.75,"#03590C89"
"168","won",32,0.5,"#03590C5B"
"169","donkey",32,-0.25,"#B305092E"
"170","expect",32,0.4,"#03590C49"
"171","fuck",32,-1,"#B30509B6"
"172","hit",32,-0.25,"#B305092E"
"173","🧥🧥🧥wow",32,0.5,"#03590C5B"
"174","gold",31,0.5,"#03590C5B"
"175","birth",31,0.6,"#03590C6D"
"176","bad",30,-0.75,"#B3050989"
"177","ghost",30,-0.6,"#B305096D"
"178","lion",30,0.1,"#03590C12"
"179","peril",30,-1,"#B30509B6"
"180","torrent",30,-0.4,"#B3050949"
"181","war",30,-0.5,"#B305095B"
"182","yes",30,0.8,"#03590C92"
"183","hype",30,-0.5,"#B305095B"
"184","worth",30,0.75,"#03590C89"
"185","benefit",29,0.75,"#03590C89"
"186","enough",29,-0.25,"#B305092E"
"187","impress",29,0.75,"#03590C89"
"188","knight",28,0.6,"#03590C6D"
"189","late",28,-0.25,"#B305092E"
"190","boom",27,-0.4,"#B3050949"
"191","detect",27,0.1,"#03590C12"
"192","rich",27,0.5,"#03590C5B"
"193","partnership",27,0.8,"#03590C92"
"194","queer",27,-0.25,"#B305092E"
"195","boring",27,-1,"#B30509B6"
"196","birthday",26,0.8,"#03590C92"
"197","fine",26,0.25,"#03590C2E"
"198","mate",26,0.6,"#03590C6D"
"199","problem",26,-0.75,"#B3050989"
"200","usual",26,0.4,"#03590C49"
"201","weed",26,-0.25,"#B305092E"
"202","freedom",25,0.75,"#03590C89"
"203","pill",25,-0.25,"#B305092E"
"204","coast",25,0.6,"#03590C6D"
"205","latent",25,-0.25,"#B305092E"
"206","accord",25,0.8,"#03590C92"
"207","ill",24,-0.5,"#B305095B"
"208","shot",24,-0.4,"#B3050949"
"209","contact",23,0.4,"#03590C49"
"210","drone",23,-0.4,"#B3050949"
"211","lunatic",23,-0.75,"#B3050989"
"212","excellent",23,1,"#03590CB6"
"213","splatter",23,-0.6,"#B305096D"
"214","fire",22,-0.25,"#B305092E"
"215","break",22,-0.25,"#B305092E"
"216","director",21,0.25,"#03590C2E"
"217","fair",21,0.75,"#03590C89"
"218","fellow",21,0.4,"#03590C49"
"219","conflict",21,-1,"#B30509B6"
"220","mad",20,-0.75,"#B3050989"
"221","mutant",20,-0.25,"#B305092E"
"222","safe",20,0.75,"#03590C89"
"223","shit",20,-0.75,"#B3050989"
"224","protect",20,0.75,"#03590C89"
"225","sin",20,-0.75,"#B3050989"
"226","delay",19,-0.75,"#B3050989"
"227","golden",19,0.6,"#03590C6D"
"228","famous",19,0.5,"#03590C5B"
"229","ownership",19,0.6,"#03590C6D"
"230","joy",18,0.75,"#03590C89"
"231","wolf",18,-0.25,"#B305092E"
"232","unknown",18,-0.5,"#B305095B"
"233","amazing",18,0.5,"#03590C5B"
"234","passive",18,-0.75,"#B3050989"
"235","dead",17,-1,"#B30509B6"
"236","death",17,-0.75,"#B3050989"
"237","epic",17,0.8,"#03590C92"
"238","poor",17,-0.5,"#B305095B"
"239","young",17,0.4,"#03590C49"
"240","pay",17,-0.1,"#B3050912"
"241","ahead",17,0.8,"#03590C92"
"242","demon",17,-0.5,"#B305095B"
"243","brilliant",17,1,"#03590CB6"
"244","succeed",17,0.5,"#03590C5B"
"245","weird",16,-0.25,"#B305092E"
"246","witch",16,-0.4,"#B3050949"
"247","sun",16,0.6,"#03590C6D"
"248","action",16,0.25,"#03590C2E"
"249","child",16,0.6,"#03590C6D"
"250","leader",16,0.25,"#03590C2E"
"251","pawn",16,-0.4,"#B3050949"
"252","reason",16,0.6,"#03590C6D"
"253","scientist",16,0.4,"#03590C49"
"254","sneak",16,-0.5,"#B305095B"
"255","earshot",16,-0.25,"#B305092E"
"256","ascension",15,0.5,"#03590C5B"
"257","brother",15,0.4,"#03590C49"
"258","guru",15,0.6,"#03590C6D"
"259","heroic",15,1,"#03590CB6"
"260","scam",15,-0.5,"#B305095B"
"261","sex",15,0.1,"#03590C12"
"262","astronaut",15,0.4,"#03590C49"
"263","daughter",15,0.6,"#03590C6D"
"264","horror",15,-1,"#B30509B6"
"265","sever",15,-0.5,"#B305095B"
"266","stronger",15,0.5,"#03590C5B"
"267","unusual",15,-0.6,"#B305096D"
"268","certain",15,0.8,"#03590C92"
"269","recommend",15,0.5,"#03590C5B"
"270","fall",14,-0.25,"#B305092E"
"271","expand",14,0.1,"#03590C12"
"272","laugh",14,0.5,"#03590C5B"
"273","myth",14,-0.25,"#B305092E"
"274","respect",14,0.5,"#03590C5B"
"275","fend",14,-0.25,"#B305092E"
"276","freak",13,-0.8,"#B3050992"
"277","hell",13,-0.8,"#B3050992"
"278","dear",13,0.5,"#03590C5B"
"279","govern",13,0.4,"#03590C49"
"280","prospect",13,0.6,"#03590C6D"
"281","task",13,-0.25,"#B305092E"
"282","teacher",13,0.25,"#03590C2E"
"283","stun",13,-0.25,"#B305092E"
"284","beast",12,-0.5,"#B305095B"
"285","coolest",12,0.5,"#03590C5B"
"286","curious",12,0.4,"#03590C49"
"287","modern",12,0.6,"#03590C6D"
"288","thrive",12,1,"#03590CB6"
"289","aficionado",12,0.8,"#03590C92"
"290","analyst",12,0.25,"#03590C2E"
"291","bonus",12,0.5,"#03590C5B"
"292","cash",12,0.4,"#03590C49"
"293","craft",12,0.5,"#03590C5B"
"294","dent",12,-0.5,"#B305095B"
"295","fresh",12,0.5,"#03590C5B"
"296","🗥new",12,0.8,"#03590C92"
"297","🗥🗥🗥⚡️breaking",12,-0.6,"#B305096D"
"298","danger",11,-0.75,"#B3050989"
"299","fake",11,-0.75,"#B3050989"
"300","slow",11,-0.25,"#B305092E"
"301","twin",11,0.25,"#03590C2E"
"302","victor",11,0.5,"#03590C5B"
"303","wizard",11,0.4,"#03590C49"
"304","accept",11,1,"#03590CB6"
"305","chill",11,-0.1,"#B3050912"
"306","die",11,-0.75,"#B3050989"
"307","favor",11,0.6,"#03590C6D"
"308","haunt",11,-0.75,"#B3050989"
"309","honest",11,0.75,"#03590C89"
"310","joke",11,0.6,"#03590C6D"
"311","shine",11,0.5,"#03590C5B"
"312","charm",10,0.75,"#03590C89"
"313","fear",10,-0.75,"#B3050989"
"314","genius",10,0.5,"#03590C5B"
"315","hottest",10,-0.25,"#B305092E"
"316","infant",10,0.6,"#03590C6D"
"317","mob",10,-0.8,"#B3050992"
"318","professor",10,0.4,"#03590C49"
"319","afraid",10,-0.75,"#B3050989"
"320","await",10,-0.5,"#B305095B"
"321","demand",10,-0.5,"#B305095B"
"322","entertain",10,0.5,"#03590C5B"
"323","optimist",10,0.5,"#03590C5B"
"324","promoting",10,0.6,"#03590C6D"
"325","prove",10,0.6,"#03590C6D"
"326","tax",10,-0.25,"#B305092E"
"327","thinker",10,0.5,"#03590C5B"
"328","veteran",10,0.1,"#03590C12"
"329","attention",10,0.25,"#03590C2E"
"330","casino",10,-0.25,"#B305092E"
"331","extra",10,0.4,"#03590C49"
"332","well🧥🧥🇥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥🗥",10,0.8,"#03590C92"
"333","acid",9,-0.4,"#B3050949"
"334","broken",9,-0.75,"#B3050989"
"335","cheer",9,0.75,"#03590C89"
"336","classic",9,0.5,"#03590C5B"
"337","desert",9,-0.5,"#B305095B"
"338","fat",9,-0.5,"#B305095B"
"339","invasion",9,-0.6,"#B305096D"
"340","joker",9,-0.1,"#B3050912"
"341","odd",9,-0.25,"#B305092E"
"342","stealth",9,-0.25,"#B305092E"
"343","sweet",9,0.75,"#03590C89"
"344","heaven",9,0.8,"#03590C92"
"345","afford",9,0.5,"#03590C5B"
"346","ass",9,-0.5,"#B305095B"
"347","damn",9,-0.75,"#B3050989"
"348","dedication",9,0.5,"#03590C5B"
"349","depress",9,-0.5,"#B305095B"
"350","disrupt",9,-0.8,"#B3050992"
"351","explorer",9,0.6,"#03590C6D"
"352","fit",9,0.4,"#03590C49"
"353","novel",9,0.1,"#03590C12"
"354","quit",9,-0.6,"#B305096D"
"355","regret",9,-0.75,"#B3050989"
"356","tether",9,-0.25,"#B305092E"
"357","truth",9,1,"#03590CB6"
"358","twitch",9,-0.6,"#B305096D"
"359","wound",9,-0.5,"#B305095B"
"360","marvel",9,0.75,"#03590C89"
"361","ace",8,0.8,"#03590C92"
"362","burnt",8,-0.5,"#B305095B"
"363","clown",8,0.1,"#03590C12"
"364","con",8,-0.25,"#B305092E"
"365","lone",8,-0.25,"#B305092E"
"366","major",8,0.4,"#03590C49"
"367","punish",8,-0.75,"#B3050989"
"368","smoke",8,-0.25,"#B305092E"
"369","wimp",8,-1,"#B30509B6"
"370","wisdom",8,0.75,"#03590C89"
"371","blind",8,-0.75,"#B3050989"
"372","calm",8,0.75,"#03590C89"
"373","debt",8,-0.75,"#B3050989"
"374","fool",8,-0.75,"#B3050989"
"375","gang“nmad",8,-0.8,"#B3050992"
"376","general",8,0.4,"#03590C49"
"377","heal",8,0.75,"#03590C89"
"378","lesson",8,0.4,"#03590C49"
"379","prison",8,-0.75,"#B3050989"
"380","pure",8,1,"#03590CB6"
"381","render",8,-0.25,"#B305092E"
"382","steal",8,-0.75,"#B3050989"
"383","survivor",8,0.5,"#03590C5B"
"384","suspend",8,-0.6,"#B305096D"
"385","teach",8,0.4,"#03590C49"
"386","warm",8,0.5,"#03590C5B"
"387","wit",8,0.6,"#03590C6D"
"388","wrong",8,-0.75,"#B3050989"
"389","alert🗥",8,-0.25,"#B305092E"
"390","buzz",8,0.25,"#03590C2E"
"391","cut",8,-0.25,"#B305092E"
"392","taboo",8,-0.5,"#B305095B"
"393","unveil",8,0.25,"#03590C2E"
"394","wars",8,-1,"#B30509B6"
"395","avoid",7,-0.5,"#B305095B"
"396","brave",7,0.5,"#03590C5B"
"397","cartel",7,-0.25,"#B305092E"
"398","dust",7,-0.5,"#B305095B"
"399","hire",7,0.6,"#03590C6D"
"400","kitten",7,0.1,"#03590C12"
"401","loot",7,-0.5,"#B305095B"
"402","mole",7,-0.4,"#B3050949"
"403","unique",7,0.6,"#03590C6D"
"404","awaken",7,0.8,"#03590C92"
"405","bold",7,0.25,"#03590C2E"
"406","bomb",7,-0.75,"#B3050989"
"407","civil",7,0.8,"#03590C92"
"408","haven’t",7,0.4,"#03590C49"
"409","horizon",7,0.25,"#03590C2E"
"410","obsess",7,-0.4,"#B3050949"
"411","pioneer",7,0.25,"#03590C2E"
"412","precious",7,0.5,"#03590C5B"
"413","flourish",7,0.8,"#03590C92"
"414","hang",7,-0.25,"#B305092E"
"415","smooth",7,0.6,"#03590C6D"
"416","thanks🗥🗥nngordon",7,0.6,"#03590C6D"
"417","“vice",7,-0.5,"#B305095B"
"418","badass",6,0.4,"#03590C49"
"419","bust",6,-0.25,"#B305092E"
"420","center",6,0.25,"#03590C2E"
"421","cold",6,-0.5,"#B305095B"
"422","crystal",6,0.6,"#03590C6D"
"423","extinct",6,-0.5,"#B305095B"
"424","guardian",6,0.1,"#03590C12"
"425","hate",6,-0.75,"#B3050989"
"426","hybrid",6,0.25,"#03590C2E"
"427","phantom",6,-0.5,"#B305095B"
"428","prime",6,0.1,"#03590C12"
"429","sage",6,0.6,"#03590C6D"
"430","sloth",6,-0.5,"#B305095B"
"431","active",6,0.25,"#03590C2E"
"432","rat",6,-0.5,"#B305095B"
"433","accomplish",6,0.75,"#03590C89"
"434","artist‌",6,0.6,"#03590C6D"
"435","avid",6,0.75,"#03590C89"
"436","blame",6,-0.75,"#B3050989"
"437","cancer",6,-0.75,"#B3050989"
"438","champion",6,0.5,"#03590C5B"
"439","goblin",6,-0.8,"#B3050992"
"440","godn‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏interest",6,0.5,"#03590C5B"
"441","honor",6,1,"#03590CB6"
"442","humor",6,0.5,"#03590C5B"
"443","instructor",6,0.4,"#03590C49"
"444","invite",6,0.25,"#03590C2E"
"445","kill",6,-0.75,"#B3050989"
"446","lawyer",6,-0.25,"#B305092E"
"447","loyal",6,1,"#03590CB6"
"448","n🖔discord",6,-0.75,"#B3050989"
"449","n🖔launch",6,-0.1,"#B3050912"
"450","option",6,0.4,"#03590C49"
"451","patient",6,0.5,"#03590C5B"
"452","payment",6,-0.1,"#B3050912"
"453","prevent",6,-0.25,"#B305092E"
"454","promotion",6,0.5,"#03590C5B"
"455","rebel",6,-0.5,"#B305095B"
"456","straight",6,0.6,"#03590C6D"
"457","stylish",6,0.8,"#03590C92"
"458","suffer",6,-0.75,"#B3050989"
"459","summon",6,-0.25,"#B305092E"
"460","unravel",6,-0.1,"#B3050912"
"461","vibrant",6,0.75,"#03590C89"
"462","✨creator",6,0.6,"#03590C6D"
"463","🖔🖔🖔wait",6,-0.25,"#B305092E"
"464","bullishiovn🇥thank",6,0.5,"#03590C5B"
"465","excite",6,0.75,"#03590C89"
"466","holiday",6,0.8,"#03590C92"
"467","sponsor",6,0.6,"#03590C6D"
"468","thrill",6,0.5,"#03590C5B"
"469","warp",6,-0.25,"#B305092E"
"470","🇥creator",6,0.6,"#03590C6D"
"471","ban",5,-0.5,"#B305095B"
"472","devil",5,-0.5,"#B305095B"
"473","dungeon",5,-0.5,"#B305095B"
"474","grant",5,0.5,"#03590C5B"
"475","haven",5,0.4,"#03590C49"
"476","ideal",5,1,"#03590CB6"
"477","stud",5,0.6,"#03590C6D"
"478","victim",5,-0.75,"#B3050989"
"479","weirdo",5,-1,"#B30509B6"
"480","worm",5,-0.25,"#B305092E"
"481","dreamland",5,0.8,"#03590C92"
"482","abstraction",5,-0.25,"#B305092E"
"483","augment",5,0.4,"#03590C49"
"484","bazaar",5,-0.25,"#B305092E"
"485","boost",5,0.5,"#03590C5B"
"486","childhood",5,0.6,"#03590C6D"
"487","connoisseur",5,0.6,"#03590C6D"
"488","cult",5,-1,"#B30509B6"
"489","fame",5,0.75,"#03590C89"
"490","fastest",5,0.6,"#03590C6D"
"491","garden",5,0.6,"#03590C6D"
"492","greet",5,0.8,"#03590C92"
"493","grind",5,-0.25,"#B305092E"
"494","highlight",5,0.6,"#03590C6D"
"495","kick",5,-0.25,"#B305092E"
"496","kiss",5,0.5,"#03590C5B"
"497","misfit",5,-0.8,"#B3050992"
"498","neat",5,0.8,"#03590C92"
"499","perk",5,1,"#03590CB6"
"500","philanthropist",5,1,"#03590CB6"
"501","pride",5,0.25,"#03590C2E"
"502","proper",5,0.5,"#03590C5B"
"503","resist",5,-0.6,"#B305096D"
"504","risk",5,-0.75,"#B3050989"
"505","ruin",5,-0.75,"#B3050989"
"506","scholar",5,0.6,"#03590C6D"
"507","soft",5,0.6,"#03590C6D"
"508","stuck",5,-0.25,"#B305092E"
"509","unleash",5,-0.25,"#B305092E"
"510","wise",5,0.5,"#03590C5B"
"511","youth",5,0.4,"#03590C49"
"512","attain",5,0.8,"#03590C92"
"513","faster",5,0.6,"#03590C6D"
"514","frost",5,-0.25,"#B305092E"
"515","prefer",5,0.1,"#03590C12"
"516","proven",5,0.5,"#03590C5B"
"517","strongest",5,0.75,"#03590C89"
"518","swift",5,0.75,"#03590C89"
"519","warzonen🧥big",5,0.25,"#03590C2E"
"520","winners",5,0.8,"#03590C92"
"521","«crystal",5,0.6,"#03590C6D"
"522","arcade",4,0.6,"#03590C6D"
"523","blunt",4,-0.5,"#B305095B"
"524","crypt",4,-0.8,"#B3050992"
"525","cure",4,1,"#03590CB6"
"526","elite",4,0.5,"#03590C5B"
"527","gangster",4,-1,"#B30509B6"
"528","ignorant",4,-1,"#B30509B6"
"529","lava",4,-0.25,"#B305092E"
"530","loud",4,-0.25,"#B305092E"
"531","maniac",4,-0.5,"#B305095B"
"532","pain",4,-0.75,"#B3050989"
"533","pig",4,-0.5,"#B305095B"
"534","princess",4,0.6,"#03590C6D"
"535","promoter💡",4,0.6,"#03590C6D"
"536","prophet",4,0.6,"#03590C6D"
"537","sing",4,0.6,"#03590C6D"
"538","slime",4,-0.6,"#B305096D"
"539","venom",4,-0.75,"#B3050989"
"540","vigilant",4,0.75,"#03590C89"
"541","advise",4,0.8,"#03590C92"
"542","artist🖔🆔‍🆔",4,0.6,"#03590C6D"
"543","artist🖔🖔",4,0.6,"#03590C6D"
"544","athlete",4,0.6,"#03590C6D"
"545","attack",4,-0.75,"#B3050989"
"546","blah",4,-0.5,"#B305095B"
"547","bound",4,-0.25,"#B305092E"
"548","brighter",4,0.6,"#03590C6D"
"549","combat",4,-0.5,"#B305095B"
"550","complex",4,0.25,"#03590C2E"
"551","crack",4,-0.5,"#B305095B"
"552","crash",4,-0.75,"#B3050989"
"553","crime",4,-0.75,"#B3050989"
"554","critic",4,-0.75,"#B3050989"
"555","cruel",4,-1,"#B30509B6"
"556","dumb",4,-0.75,"#B3050989"
"557","easier",4,0.8,"#03590C92"
"558","empower",4,0.5,"#03590C5B"
"559","escape",4,-0.25,"#B305092E"
"560","extend",4,0.5,"#03590C5B"
"561","fiction",4,-0.25,"#B305092E"
"562","finest",4,0.5,"#03590C5B"
"563","fist",4,-0.4,"#B3050949"
"564","flutter",4,0.6,"#03590C6D"
"565","frozen",4,-0.25,"#B305092E"
"566","glitch",4,-0.5,"#B305095B"
"567","goon",4,-0.6,"#B305096D"
"568","gorgeous",4,0.5,"#03590C5B"
"569","hack",4,-0.5,"#B305095B"
"570","led",4,0.4,"#03590C49"
"571","loom",4,-0.5,"#B305095B"
"572","louder",4,-0.25,"#B305092E"
"573","managernn⏩gem",4,0.5,"#03590C5B"
"574","mural",4,0.1,"#03590C12"
"575","patriot",4,0.6,"#03590C6D"
"576","rotten",4,-0.5,"#B305095B"
"577","scholarship",4,0.8,"#03590C92"
"578","shelter",4,0.4,"#03590C49"
"579","shock",4,-0.75,"#B3050989"
"580","shoot",4,-0.5,"#B305095B"
"581","slip",4,-0.25,"#B305092E"
"582","snack",4,0.4,"#03590C49"
"583","strain",4,-0.6,"#B305096D"
"584","stupid",4,-1,"#B30509B6"
"585","superb",4,1,"#03590CB6"
"586","swamp",4,-0.6,"#B305096D"
"587","warn",4,-0.75,"#B3050989"
"588","won’t",4,0.5,"#03590C5B"
"589","ancestors»",4,0.25,"#03590C2E"
"590","animated",4,0.4,"#03590C49"
"591","artworkn🗥insane",4,-0.75,"#B3050989"
"592","boy’",4,0.25,"#03590C2E"
"593","countdown",4,-0.25,"#B305092E"
"594","decent",4,0.5,"#03590C5B"
"595","delight",4,1,"#03590CB6"
"596","destroy",4,-0.5,"#B305095B"
"597","exceed",4,0.5,"#03590C5B"
"598","exploit",4,-0.5,"#B305095B"
"599","generous",4,0.75,"#03590C89"
"600","greed",4,-1,"#B30509B6"
"601","limited",4,-0.75,"#B3050989"
"602","maiden",4,0.25,"#03590C2E"
"603","meditation»",4,0.6,"#03590C6D"
"604","playground",4,0.5,"#03590C5B"
"605","refresh",4,0.8,"#03590C92"
"606","sunset",4,0.6,"#03590C6D"
"607","superior",4,0.75,"#03590C89"
"608","«ancient",4,0.25,"#03590C2E"
"609","🇥🧥thank",4,0.5,"#03590C5B"
"610","🗥n🗥epic",4,0.8,"#03590C92"
"611","alone",3,-0.6,"#B305096D"
"612","bandit",3,-0.8,"#B3050992"
"613","brash",3,-0.5,"#B305095B"
"614","caution",3,-0.25,"#B305092E"
"615","dank",3,-0.4,"#B3050949"
"616","deed",3,0.4,"#03590C49"
"617","drag",3,-0.5,"#B305095B"
"618","festival",3,0.5,"#03590C5B"
"619","ghetto",3,-0.5,"#B305095B"
"620","hollow",3,-0.5,"#B305095B"
"621","infest",3,-1,"#B30509B6"
"622","killer",3,-1,"#B30509B6"
"623","kita／sing",3,0.6,"#03590C6D"
"624","lie",3,-0.5,"#B305095B"
"625","prick",3,-0.75,"#B3050989"
"626","quest",3,0.4,"#03590C49"
"627","revel",3,0.5,"#03590C5B"
"628","storm",3,-0.25,"#B305092E"
"629","trick",3,-0.5,"#B305095B"
"630","voodoo",3,-0.25,"#B305092E"
"631","blob",3,-0.25,"#B305092E"
"632","bravo",3,1,"#03590CB6"
"633","grand",3,0.5,"#03590C5B"
"634","mentor",3,0.8,"#03590C92"
"635","ram",3,-0.25,"#B305092E"
"636","vent",3,-0.25,"#B305092E"
"637","zürich",3,0.5,"#03590C5B"
"638","accident",3,-0.5,"#B305095B"
"639","active🖔🦔🦔",3,0.25,"#03590C2E"
"640","art•nig",3,0.6,"#03590C6D"
"641","assist",3,0.8,"#03590C92"
"642","badger",3,-0.5,"#B305095B"
"643","beautiful",3,0.75,"#03590C89"
"644","boundless",3,0.4,"#03590C49"
"645","broke",3,-0.75,"#B3050989"
"646","bug",3,-0.5,"#B305095B"
"647","bullshit",3,-0.5,"#B305095B"
"648","careful",3,0.25,"#03590C2E"
"649","celebrating",3,0.75,"#03590C89"
"650","commit",3,-0.25,"#B305092E"
"651","companion",3,0.5,"#03590C5B"
"652","construct",3,0.6,"#03590C6D"
"653","convert",3,-0.25,"#B305092E"
